user_id,plan_id,subscription_date,status,monthly_revenue_usd
206,3,2023-08-23,Active,50
206,3,2023-09-23,Active,50
206,3,2023-10-23,Active,50
206,3,2023-11-23,Active,50
206,3,2023-12-23,Active,50
206,3,2024-01-23,Active,50
206,3,2024-02-23,Active,50
206,3,2024-03-23,Active,50
206,3,2024-04-23,Active,50
206,3,2024-05-23,Active,50
206,3,2024-06-23,Active,50
206,3,2024-07-23,Active,50
206,3,2024-08-23,Active,50
206,3,2024-09-23,Active,50
206,3,2024-10-23,Active,50
206,3,2024-11-23,Active,50
206,3,2024-12-23,Active,50
206,3,2025-01-23,Active,50
206,3,2025-02-23,Active,50
206,3,2025-03-23,Active,50
206,3,2025-04-23,Active,50
207,2,2024-04-09,Active,20
207,2,2024-05-09,Active,20
207,2,2024-06-09,Active,20
207,2,2024-07-09,Active,20
207,2,2024-08-09,Active,20
207,2,2024-09-09,Active,20
207,2,2024-10-09,Active,20
207,2,2024-11-09,Active,20
207,2,2024-12-09,Active,20
207,2,2025-01-09,Active,20
207,2,2025-02-09,Active,20
207,2,2025-03-09,Active,20
207,2,2025-04-09,Active,20
208,1,2023-04-25,Active,0
208,1,2023-05-25,Active,0
208,1,2023-06-25,Cancelled,0
209,2,2024-11-03,Active,20
209,2,2024-12-03,Active,20
209,2,2025-01-03,Active,20
209,2,2025-02-03,Active,20
209,2,2025-03-03,Active,20
209,2,2025-04-03,Active,20
210,1,2025-03-03,Active,0
210,1,2025-04-03,Active,0
211,4,2024-11-01,Active,100
211,4,2024-12-01,Active,100
211,4,2025-01-01,Active,100
211,4,2025-02-01,Active,100
211,4,2025-03-01,Active,100
212,3,2023-11-13,Active,50
212,3,2023-12-13,Active,50
212,3,2024-01-13,Active,50
212,3,2024-02-13,Active,50
212,3,2024-03-13,Active,50
212,3,2024-04-13,Active,50
212,3,2024-05-13,Active,50
212,3,2024-06-13,Active,50
212,3,2024-07-13,Active,50
212,3,2024-08-13,Active,50
212,3,2024-09-13,Active,50
212,3,2024-10-13,Active,50
212,3,2024-11-13,Active,50
212,3,2024-12-13,Active,50
212,3,2025-01-13,Active,50
212,3,2025-02-13,Active,50
212,3,2025-03-13,Active,50
212,3,2025-04-13,Active,50
213,3,2024-05-15,Active,50
213,3,2024-06-15,Active,50
213,3,2024-07-15,Active,50
213,3,2024-08-15,Active,50
213,3,2024-09-15,Active,50
213,3,2024-10-15,Active,50
213,3,2024-11-15,Active,50
213,3,2024-12-15,Active,50
213,3,2025-01-15,Active,50
213,3,2025-02-15,Active,50
213,3,2025-03-15,Active,50
213,3,2025-04-15,Active,50
214,4,2024-12-04,Active,100
214,4,2025-01-04,Active,100
214,4,2025-02-04,Active,100
214,4,2025-03-04,Active,100
214,4,2025-04-04,Active,100
215,1,2023-09-08,Active,0
215,1,2023-10-08,Active,0
215,1,2023-11-08,Active,0
215,1,2023-12-08,Active,0
215,1,2024-01-08,Active,0
215,1,2024-02-08,Active,0
216,3,2024-05-21,Active,50
216,3,2024-06-21,Active,50
216,3,2024-07-21,Active,50
216,3,2024-08-21,Active,50
216,3,2024-09-21,Active,50
216,3,2024-10-21,Active,50
216,3,2024-11-21,Active,50
216,3,2024-12-21,Active,50
216,3,2025-01-21,Cancelled,50
217,1,2025-03-31,Active,0
218,4,2023-07-14,Active,100
218,4,2023-08-14,Active,100
218,4,2023-09-14,Active,100
218,4,2023-10-14,Active,100
218,4,2023-11-14,Active,100
218,4,2023-12-14,Active,100
218,4,2024-01-14,Active,100
218,4,2024-02-14,Active,100
218,4,2024-03-14,Active,100
218,4,2024-04-14,Active,100
218,4,2024-05-14,Active,100
218,4,2024-06-14,Active,100
218,4,2024-07-14,Active,100
218,4,2024-08-14,Active,100
218,4,2024-09-14,Active,100
218,4,2024-10-14,Active,100
218,4,2024-11-14,Active,100
218,4,2024-12-14,Active,100
218,4,2025-01-14,Active,100
218,4,2025-02-14,Active,100
219,1,2025-02-27,Active,0
219,1,2025-03-27,Active,0
220,3,2024-08-20,Active,50
220,3,2024-09-20,Active,50
220,3,2024-10-20,Active,50
220,3,2024-11-20,Active,50
220,3,2024-12-20,Active,50
220,3,2025-01-20,Active,50
220,3,2025-02-20,Cancelled,50
221,3,2023-12-10,Active,50
221,3,2024-01-10,Active,50
221,3,2024-02-10,Active,50
221,3,2024-03-10,Active,50
221,3,2024-04-10,Active,50
221,3,2024-05-10,Active,50
221,3,2024-06-10,Active,50
221,3,2024-07-10,Active,50
221,3,2024-08-10,Active,50
221,3,2024-09-10,Active,50
221,3,2024-10-10,Active,50
221,3,2024-11-10,Active,50
221,3,2024-12-10,Active,50
221,3,2025-01-10,Active,50
221,3,2025-02-10,Active,50
221,3,2025-03-10,Active,50
221,3,2025-04-10,Active,50
222,1,2025-02-04,Active,0
222,1,2025-03-04,Active,0
222,1,2025-04-04,Active,0
223,1,2024-08-31,Active,0
223,1,2024-09-30,Active,0
223,1,2024-10-31,Active,0
223,1,2024-11-30,Active,0
223,1,2024-12-31,Active,0
223,1,2025-01-31,Active,0
223,1,2025-02-28,Active,0
223,1,2025-03-31,Active,0
224,3,2024-05-21,Active,50
224,3,2024-06-21,Active,50
224,3,2024-07-21,Active,50
224,3,2024-08-21,Active,50
224,3,2024-09-21,Active,50
224,3,2024-10-21,Active,50
224,3,2024-11-21,Active,50
225,2,2024-08-08,Active,20
225,2,2024-09-08,Active,20
225,2,2024-10-08,Active,20
225,2,2024-11-08,Active,20
225,2,2024-12-08,Active,20
225,2,2025-01-08,Active,20
225,2,2025-02-08,Active,20
225,2,2025-03-08,Active,20
225,2,2025-04-08,Active,20
226,1,2023-09-24,Active,0
226,1,2023-10-24,Active,0
226,1,2023-11-24,Active,0
226,1,2023-12-24,Active,0
226,1,2024-01-24,Active,0
226,1,2024-02-24,Active,0
226,1,2024-03-24,Active,0
226,1,2024-04-24,Active,0
226,1,2024-05-24,Active,0
226,1,2024-06-24,Active,0
227,1,2023-08-19,Active,0
227,1,2023-09-19,Active,0
227,1,2023-10-19,Active,0
227,1,2023-11-19,Active,0
227,1,2023-12-19,Active,0
227,1,2024-01-19,Active,0
227,1,2024-02-19,Active,0
227,1,2024-03-19,Active,0
227,1,2024-04-19,Active,0
227,1,2024-05-19,Active,0
227,1,2024-06-19,Active,0
227,1,2024-07-19,Active,0
227,1,2024-08-19,Cancelled,0
228,1,2024-02-07,Active,0
228,1,2024-03-07,Active,0
228,1,2024-04-07,Active,0
228,1,2024-05-07,Active,0
228,1,2024-06-07,Active,0
228,1,2024-07-07,Active,0
228,1,2024-08-07,Active,0
228,1,2024-09-07,Active,0
228,1,2024-10-07,Active,0
228,1,2024-11-07,Active,0
228,1,2024-12-07,Active,0
228,1,2025-01-07,Active,0
228,1,2025-02-07,Active,0
228,1,2025-03-07,Active,0
228,1,2025-04-07,Active,0
229,3,2024-12-05,Active,50
229,3,2025-01-05,Active,50
229,3,2025-02-05,Active,50
229,3,2025-03-05,Active,50
229,3,2025-04-05,Active,50
230,2,2023-08-26,Active,20
230,2,2023-09-26,Active,20
230,2,2023-10-26,Active,20
230,2,2023-11-26,Active,20
230,2,2023-12-26,Active,20
230,2,2024-01-26,Active,20
230,2,2024-02-26,Active,20
230,2,2024-03-26,Active,20
230,2,2024-04-26,Active,20
230,2,2024-05-26,Active,20
230,2,2024-06-26,Active,20
230,2,2024-07-26,Active,20
231,1,2024-06-14,Active,0
231,1,2024-07-14,Active,0
231,1,2024-08-14,Active,0
231,1,2024-09-14,Active,0
231,1,2024-10-14,Active,0
231,1,2024-11-14,Active,0
231,1,2024-12-14,Active,0
231,1,2025-01-14,Active,0
231,1,2025-02-14,Active,0
231,1,2025-03-14,Active,0
231,1,2025-04-14,Active,0
232,1,2024-12-17,Active,0
232,1,2025-01-17,Active,0
232,1,2025-02-17,Active,0
232,1,2025-03-17,Active,0
232,1,2025-04-17,Active,0
233,1,2025-04-08,Active,0
234,1,2024-06-07,Active,0
234,1,2024-07-07,Active,0
234,1,2024-08-07,Active,0
234,1,2024-09-07,Cancelled,0
235,2,2025-04-05,Active,20
236,1,2023-04-23,Active,0
236,1,2023-05-23,Active,0
236,1,2023-06-23,Active,0
236,1,2023-07-23,Active,0
236,1,2023-08-23,Active,0
236,1,2023-09-23,Active,0
236,1,2023-10-23,Active,0
236,1,2023-11-23,Active,0
237,1,2024-07-31,Active,0
237,1,2024-08-31,Active,0
237,1,2024-09-30,Active,0
238,3,2023-12-30,Active,50
238,3,2024-01-30,Active,50
238,3,2024-02-29,Active,50
238,3,2024-03-30,Active,50
238,3,2024-04-30,Active,50
238,3,2024-05-30,Active,50
238,3,2024-06-30,Active,50
238,3,2024-07-30,Active,50
238,3,2024-08-30,Active,50
238,3,2024-09-30,Active,50
238,3,2024-10-30,Active,50
239,1,2024-05-06,Active,0
240,2,2023-05-08,Active,20
240,2,2023-06-08,Active,20
240,2,2023-07-08,Active,20
240,2,2023-08-08,Active,20
240,2,2023-09-08,Active,20
240,2,2023-10-08,Active,20
240,2,2023-11-08,Active,20
240,2,2023-12-08,Active,20
240,2,2024-01-08,Active,20
240,2,2024-02-08,Active,20
240,2,2024-03-08,Active,20
240,2,2024-04-08,Active,20
240,2,2024-05-08,Active,20
240,2,2024-06-08,Active,20
240,2,2024-07-08,Active,20
240,2,2024-08-08,Active,20
240,2,2024-09-08,Active,20
240,2,2024-10-08,Active,20
240,2,2024-11-08,Active,20
241,2,2023-07-18,Active,20
241,2,2023-08-18,Active,20
241,2,2023-09-18,Active,20
241,2,2023-10-18,Active,20
241,2,2023-11-18,Active,20
241,2,2023-12-18,Active,20
241,2,2024-01-18,Active,20
241,2,2024-02-18,Active,20
241,2,2024-03-18,Active,20
241,2,2024-04-18,Active,20
241,2,2024-05-18,Active,20
241,2,2024-06-18,Active,20
241,2,2024-07-18,Active,20
241,2,2024-08-18,Active,20
241,2,2024-09-18,Active,20
241,2,2024-10-18,Active,20
241,2,2024-11-18,Active,20
241,2,2024-12-18,Active,20
242,2,2025-04-13,Active,20
243,2,2024-01-29,Active,20
243,2,2024-02-29,Active,20
243,2,2024-03-29,Active,20
243,2,2024-04-29,Active,20
243,2,2024-05-29,Active,20
243,2,2024-06-29,Active,20
243,2,2024-07-29,Active,20
243,2,2024-08-29,Active,20
243,2,2024-09-29,Active,20
243,2,2024-10-29,Active,20
243,2,2024-11-29,Active,20
243,2,2024-12-29,Active,20
243,2,2025-01-29,Active,20
243,2,2025-02-28,Active,20
243,2,2025-03-29,Active,20
244,2,2025-03-05,Active,20
244,2,2025-04-05,Active,20
245,3,2025-01-27,Active,50
246,2,2025-01-08,Active,20
246,2,2025-02-08,Active,20
246,2,2025-03-08,Cancelled,20
247,2,2023-12-17,Active,20
247,2,2024-01-17,Active,20
247,2,2024-02-17,Active,20
247,2,2024-03-17,Active,20
247,2,2024-04-17,Active,20
247,2,2024-05-17,Active,20
247,2,2024-06-17,Active,20
247,2,2024-07-17,Active,20
247,2,2024-08-17,Active,20
247,2,2024-09-17,Active,20
247,2,2024-10-17,Active,20
247,2,2024-11-17,Active,20
247,2,2024-12-17,Active,20
247,2,2025-01-17,Active,20
247,2,2025-02-17,Active,20
247,2,2025-03-17,Active,20
247,2,2025-04-17,Active,20
248,3,2023-10-25,Active,50
248,3,2023-11-25,Active,50
248,3,2023-12-25,Active,50
248,3,2024-01-25,Active,50
248,3,2024-02-25,Active,50
248,3,2024-03-25,Active,50
248,3,2024-04-25,Active,50
248,3,2024-05-25,Active,50
248,3,2024-06-25,Active,50
248,3,2024-07-25,Active,50
248,3,2024-08-25,Active,50
248,3,2024-09-25,Active,50
248,3,2024-10-25,Active,50
248,3,2024-11-25,Active,50
248,3,2024-12-25,Active,50
248,3,2025-01-25,Active,50
248,3,2025-02-25,Active,50
248,3,2025-03-25,Active,50
249,2,2023-06-06,Active,20
249,2,2023-07-06,Cancelled,20
250,1,2023-10-27,Active,0
250,1,2023-11-27,Active,0
250,1,2023-12-27,Active,0
250,1,2024-01-27,Active,0
250,1,2024-02-27,Active,0
250,1,2024-03-27,Active,0
250,1,2024-04-27,Active,0
250,1,2024-05-27,Active,0
251,1,2025-03-04,Active,0
251,1,2025-04-04,Active,0
252,1,2024-07-06,Active,0
252,1,2024-08-06,Active,0
253,3,2023-06-23,Active,50
253,3,2023-07-23,Active,50
253,3,2023-08-23,Active,50
253,3,2023-09-23,Active,50
253,3,2023-10-23,Active,50
253,3,2023-11-23,Active,50
253,3,2023-12-23,Active,50
253,3,2024-01-23,Active,50
253,3,2024-02-23,Active,50
253,3,2024-03-23,Active,50
253,3,2024-04-23,Cancelled,50
254,3,2023-06-28,Active,50
254,3,2023-07-28,Active,50
254,3,2023-08-28,Active,50
255,4,2024-11-11,Active,100
255,4,2024-12-11,Active,100
255,4,2025-01-11,Active,100
255,4,2025-02-11,Active,100
255,4,2025-03-11,Active,100
255,4,2025-04-11,Active,100
256,2,2024-05-04,Active,20
256,2,2024-06-04,Active,20
256,2,2024-07-04,Active,20
256,2,2024-08-04,Active,20
256,2,2024-09-04,Active,20
256,2,2024-10-04,Active,20
256,2,2024-11-04,Active,20
256,2,2024-12-04,Active,20
257,2,2025-01-15,Active,20
257,2,2025-02-15,Active,20
257,2,2025-03-15,Active,20
257,2,2025-04-15,Active,20
258,1,2023-06-15,Active,0
258,1,2023-07-15,Active,0
258,1,2023-08-15,Active,0
258,1,2023-09-15,Active,0
258,1,2023-10-15,Active,0
258,1,2023-11-15,Active,0
258,1,2023-12-15,Active,0
258,1,2024-01-15,Active,0
258,1,2024-02-15,Active,0
258,1,2024-03-15,Active,0
258,1,2024-04-15,Active,0
258,1,2024-05-15,Active,0
258,1,2024-06-15,Active,0
258,1,2024-07-15,Active,0
258,1,2024-08-15,Active,0
258,1,2024-09-15,Active,0
258,1,2024-10-15,Active,0
258,1,2024-11-15,Active,0
258,1,2024-12-15,Active,0
258,1,2025-01-15,Active,0
258,1,2025-02-15,Active,0
258,1,2025-03-15,Cancelled,0
259,2,2024-12-03,Active,20
259,2,2025-01-03,Active,20
259,2,2025-02-03,Active,20
259,2,2025-03-03,Active,20
259,2,2025-04-03,Active,20
260,2,2024-06-09,Active,20
260,2,2024-07-09,Active,20
260,2,2024-08-09,Active,20
260,2,2024-09-09,Active,20
260,2,2024-10-09,Active,20
260,2,2024-11-09,Active,20
260,2,2024-12-09,Active,20
261,4,2024-12-07,Active,100
261,4,2025-01-07,Active,100
261,4,2025-02-07,Active,100
261,4,2025-03-07,Active,100
261,4,2025-04-07,Active,100
262,1,2023-07-29,Active,0
262,1,2023-08-29,Active,0
262,1,2023-09-29,Active,0
262,1,2023-10-29,Active,0
262,1,2023-11-29,Active,0
263,2,2023-07-31,Active,20
263,2,2023-08-31,Active,20
263,2,2023-09-30,Active,20
263,2,2023-10-31,Active,20
263,2,2023-11-30,Active,20
263,2,2023-12-31,Active,20
263,2,2024-01-31,Active,20
263,2,2024-02-29,Active,20
263,2,2024-03-31,Active,20
263,2,2024-04-30,Active,20
263,2,2024-05-31,Active,20
263,2,2024-06-30,Active,20
263,2,2024-07-31,Active,20
263,2,2024-08-31,Active,20
263,2,2024-09-30,Active,20
263,2,2024-10-31,Active,20
263,2,2024-11-30,Active,20
263,2,2024-12-31,Active,20
263,2,2025-01-31,Active,20
263,2,2025-02-28,Active,20
263,2,2025-03-31,Active,20
264,2,2024-09-16,Active,20
264,2,2024-10-16,Active,20
264,2,2024-11-16,Active,20
264,2,2024-12-16,Active,20
264,2,2025-01-16,Active,20
264,2,2025-02-16,Active,20
264,2,2025-03-16,Active,20
264,2,2025-04-16,Active,20
265,2,2024-04-26,Active,20
265,2,2024-05-26,Active,20
265,2,2024-06-26,Active,20
265,2,2024-07-26,Active,20
265,2,2024-08-26,Active,20
265,2,2024-09-26,Active,20
265,2,2024-10-26,Active,20
265,2,2024-11-26,Active,20
265,2,2024-12-26,Active,20
265,2,2025-01-26,Active,20
265,2,2025-02-26,Active,20
265,2,2025-03-26,Active,20
266,2,2024-06-23,Active,20
266,2,2024-07-23,Active,20
266,2,2024-08-23,Active,20
266,2,2024-09-23,Active,20
266,2,2024-10-23,Active,20
266,2,2024-11-23,Active,20
266,2,2024-12-23,Active,20
266,2,2025-01-23,Active,20
266,2,2025-02-23,Active,20
266,2,2025-03-23,Active,20
266,2,2025-04-23,Active,20
267,3,2023-08-29,Active,50
267,3,2023-09-29,Active,50
267,3,2023-10-29,Active,50
267,3,2023-11-29,Active,50
267,3,2023-12-29,Active,50
267,3,2024-01-29,Active,50
267,3,2024-02-29,Active,50
267,3,2024-03-29,Cancelled,50
268,1,2023-11-14,Active,0
268,1,2023-12-14,Active,0
268,1,2024-01-14,Active,0
268,1,2024-02-14,Active,0
268,1,2024-03-14,Active,0
268,1,2024-04-14,Active,0
268,1,2024-05-14,Active,0
268,1,2024-06-14,Active,0
268,1,2024-07-14,Active,0
268,1,2024-08-14,Active,0
268,1,2024-09-14,Active,0
268,1,2024-10-14,Active,0
268,1,2024-11-14,Active,0
268,1,2024-12-14,Active,0
268,1,2025-01-14,Active,0
268,1,2025-02-14,Active,0
269,3,2024-06-05,Active,50
269,3,2024-07-05,Active,50
269,3,2024-08-05,Active,50
269,3,2024-09-05,Active,50
269,3,2024-10-05,Active,50
269,3,2024-11-05,Active,50
269,3,2024-12-05,Active,50
269,3,2025-01-05,Active,50
269,3,2025-02-05,Active,50
269,3,2025-03-05,Active,50
269,3,2025-04-05,Active,50
270,2,2025-02-28,Active,20
270,2,2025-03-28,Active,20
271,3,2024-08-06,Active,50
271,3,2024-09-06,Active,50
271,3,2024-10-06,Active,50
271,3,2024-11-06,Active,50
272,3,2024-03-16,Active,50
272,3,2024-04-16,Active,50
272,3,2024-05-16,Active,50
272,3,2024-06-16,Active,50
273,1,2023-10-04,Active,0
273,1,2023-11-04,Active,0
273,1,2023-12-04,Active,0
273,1,2024-01-04,Active,0
273,1,2024-02-04,Active,0
273,1,2024-03-04,Active,0
273,1,2024-04-04,Active,0
273,1,2024-05-04,Active,0
273,1,2024-06-04,Active,0
273,1,2024-07-04,Active,0
273,1,2024-08-04,Active,0
273,1,2024-09-04,Active,0
273,1,2024-10-04,Active,0
273,1,2024-11-04,Active,0
273,1,2024-12-04,Active,0
273,1,2025-01-04,Active,0
273,1,2025-02-04,Active,0
273,1,2025-03-04,Active,0
273,1,2025-04-04,Active,0
274,1,2025-04-13,Active,0
275,4,2024-06-14,Active,100
275,4,2024-07-14,Active,100
275,4,2024-08-14,Active,100
275,4,2024-09-14,Active,100
275,4,2024-10-14,Active,100
275,4,2024-11-14,Active,100
275,4,2024-12-14,Active,100
275,4,2025-01-14,Active,100
275,4,2025-02-14,Active,100
275,4,2025-03-14,Active,100
275,4,2025-04-14,Active,100
276,2,2024-11-29,Active,20
276,2,2024-12-29,Active,20
276,2,2025-01-29,Active,20
276,2,2025-02-28,Active,20
276,2,2025-03-29,Active,20
277,4,2024-11-09,Active,100
277,4,2024-12-09,Active,100
277,4,2025-01-09,Active,100
277,4,2025-02-09,Active,100
277,4,2025-03-09,Active,100
277,4,2025-04-09,Active,100
278,1,2024-10-09,Active,0
278,1,2024-11-09,Active,0
278,1,2024-12-09,Active,0
278,1,2025-01-09,Active,0
278,1,2025-02-09,Active,0
278,1,2025-03-09,Active,0
278,1,2025-04-09,Active,0
279,2,2023-09-26,Active,20
279,2,2023-10-26,Active,20
279,2,2023-11-26,Active,20
279,2,2023-12-26,Active,20
279,2,2024-01-26,Active,20
279,2,2024-02-26,Active,20
279,2,2024-03-26,Active,20
279,2,2024-04-26,Active,20
279,2,2024-05-26,Active,20
279,2,2024-06-26,Active,20
279,2,2024-07-26,Active,20
279,2,2024-08-26,Active,20
279,2,2024-09-26,Active,20
279,2,2024-10-26,Active,20
279,2,2024-11-26,Active,20
279,2,2024-12-26,Active,20
279,2,2025-01-26,Active,20
279,2,2025-02-26,Active,20
279,2,2025-03-26,Active,20
280,3,2024-10-27,Active,50
280,3,2024-11-27,Active,50
281,4,2023-12-21,Active,100
281,4,2024-01-21,Active,100
281,4,2024-02-21,Active,100
281,4,2024-03-21,Active,100
281,4,2024-04-21,Active,100
281,4,2024-05-21,Active,100
281,4,2024-06-21,Active,100
281,4,2024-07-21,Active,100
281,4,2024-08-21,Active,100
281,4,2024-09-21,Active,100
281,4,2024-10-21,Active,100
281,4,2024-11-21,Active,100
281,4,2024-12-21,Active,100
281,4,2025-01-21,Active,100
281,4,2025-02-21,Active,100
281,4,2025-03-21,Active,100
281,4,2025-04-21,Active,100
282,1,2024-02-26,Active,0
282,1,2024-03-26,Active,0
282,1,2024-04-26,Active,0
282,1,2024-05-26,Active,0
282,1,2024-06-26,Active,0
282,1,2024-07-26,Active,0
282,1,2024-08-26,Active,0
282,1,2024-09-26,Active,0
282,1,2024-10-26,Active,0
282,1,2024-11-26,Active,0
282,1,2024-12-26,Active,0
282,1,2025-01-26,Active,0
282,1,2025-02-26,Active,0
282,1,2025-03-26,Active,0
283,3,2024-09-25,Active,50
283,3,2024-10-25,Active,50
283,3,2024-11-25,Active,50
283,3,2024-12-25,Active,50
283,3,2025-01-25,Active,50
283,3,2025-02-25,Active,50
283,3,2025-03-25,Active,50
284,2,2024-09-08,Active,20
284,2,2024-10-08,Active,20
284,2,2024-11-08,Active,20
284,2,2024-12-08,Cancelled,20
285,1,2024-02-07,Active,0
285,1,2024-03-07,Cancelled,0
286,2,2024-03-28,Active,20
286,2,2024-04-28,Active,20
286,2,2024-05-28,Active,20
286,2,2024-06-28,Active,20
286,2,2024-07-28,Active,20
286,2,2024-08-28,Active,20
286,2,2024-09-28,Active,20
286,2,2024-10-28,Active,20
286,2,2024-11-28,Active,20
286,2,2024-12-28,Active,20
286,2,2025-01-28,Active,20
286,2,2025-02-28,Active,20
286,2,2025-03-28,Active,20
287,2,2025-03-21,Active,20
287,2,2025-04-21,Active,20
288,4,2024-05-29,Active,100
288,4,2024-06-29,Active,100
288,4,2024-07-29,Active,100
288,4,2024-08-29,Active,100
288,4,2024-09-29,Active,100
288,4,2024-10-29,Active,100
288,4,2024-11-29,Active,100
288,4,2024-12-29,Active,100
288,4,2025-01-29,Active,100
288,4,2025-02-28,Active,100
288,4,2025-03-29,Cancelled,100
289,2,2024-04-07,Active,20
289,2,2024-05-07,Active,20
289,2,2024-06-07,Active,20
289,2,2024-07-07,Cancelled,20
290,1,2023-07-25,Active,0
290,1,2023-08-25,Active,0
290,1,2023-09-25,Active,0
290,1,2023-10-25,Active,0
290,1,2023-11-25,Active,0
290,1,2023-12-25,Active,0
290,1,2024-01-25,Active,0
290,1,2024-02-25,Active,0
291,1,2023-11-01,Active,0
291,1,2023-12-01,Active,0
291,1,2024-01-01,Active,0
291,1,2024-02-01,Active,0
291,1,2024-03-01,Active,0
291,1,2024-04-01,Active,0
291,1,2024-05-01,Active,0
292,2,2023-10-14,Active,20
292,2,2023-11-14,Active,20
292,2,2023-12-14,Active,20
292,2,2024-01-14,Active,20
292,2,2024-02-14,Active,20
292,2,2024-03-14,Active,20
292,2,2024-04-14,Active,20
293,1,2023-06-11,Active,0
293,1,2023-07-11,Active,0
293,1,2023-08-11,Active,0
293,1,2023-09-11,Active,0
293,1,2023-10-11,Active,0
293,1,2023-11-11,Active,0
293,1,2023-12-11,Active,0
293,1,2024-01-11,Active,0
293,1,2024-02-11,Active,0
293,1,2024-03-11,Active,0
293,1,2024-04-11,Active,0
293,1,2024-05-11,Active,0
293,1,2024-06-11,Active,0
293,1,2024-07-11,Active,0
293,1,2024-08-11,Active,0
293,1,2024-09-11,Active,0
293,1,2024-10-11,Active,0
293,1,2024-11-11,Cancelled,0
294,3,2024-01-10,Active,50
294,3,2024-02-10,Active,50
294,3,2024-03-10,Active,50
294,3,2024-04-10,Active,50
294,3,2024-05-10,Active,50
294,3,2024-06-10,Active,50
294,3,2024-07-10,Active,50
294,3,2024-08-10,Active,50
294,3,2024-09-10,Active,50
294,3,2024-10-10,Active,50
294,3,2024-11-10,Active,50
294,3,2024-12-10,Active,50
294,3,2025-01-10,Active,50
294,3,2025-02-10,Active,50
294,3,2025-03-10,Active,50
295,1,2023-05-09,Active,0
295,1,2023-06-09,Active,0
295,1,2023-07-09,Active,0
295,1,2023-08-09,Active,0
295,1,2023-09-09,Cancelled,0
296,4,2024-07-22,Active,100
296,4,2024-08-22,Active,100
296,4,2024-09-22,Active,100
296,4,2024-10-22,Active,100
296,4,2024-11-22,Active,100
296,4,2024-12-22,Active,100
296,4,2025-01-22,Active,100
296,4,2025-02-22,Active,100
296,4,2025-03-22,Active,100
296,4,2025-04-22,Active,100
297,4,2024-06-26,Active,100
297,4,2024-07-26,Active,100
297,4,2024-08-26,Active,100
297,4,2024-09-26,Active,100
297,4,2024-10-26,Active,100
297,4,2024-11-26,Active,100
298,2,2023-10-18,Active,20
298,2,2023-11-18,Active,20
298,2,2023-12-18,Active,20
298,2,2024-01-18,Active,20
298,2,2024-02-18,Active,20
298,2,2024-03-18,Active,20
298,2,2024-04-18,Active,20
298,2,2024-05-18,Active,20
298,2,2024-06-18,Active,20
299,4,2024-07-23,Active,100
299,4,2024-08-23,Active,100
299,4,2024-09-23,Active,100
299,4,2024-10-23,Active,100
299,4,2024-11-23,Active,100
299,4,2024-12-23,Active,100
299,4,2025-01-23,Active,100
299,4,2025-02-23,Active,100
299,4,2025-03-23,Active,100
299,4,2025-04-23,Active,100
300,3,2023-10-11,Active,50
300,3,2023-11-11,Active,50
300,3,2023-12-11,Active,50
300,3,2024-01-11,Active,50
300,3,2024-02-11,Active,50
300,3,2024-03-11,Active,50
300,3,2024-04-11,Active,50
300,3,2024-05-11,Active,50
301,2,2023-04-28,Active,20
301,2,2023-05-28,Active,20
301,2,2023-06-28,Active,20
302,1,2023-06-17,Active,0
302,1,2023-07-17,Active,0
302,1,2023-08-17,Active,0
302,1,2023-09-17,Active,0
302,1,2023-10-17,Active,0
302,1,2023-11-17,Active,0
302,1,2023-12-17,Active,0
302,1,2024-01-17,Active,0
302,1,2024-02-17,Active,0
302,1,2024-03-17,Active,0
302,1,2024-04-17,Active,0
302,1,2024-05-17,Active,0
302,1,2024-06-17,Active,0
302,1,2024-07-17,Active,0
302,1,2024-08-17,Active,0
303,2,2024-10-23,Active,20
303,2,2024-11-23,Active,20
303,2,2024-12-23,Active,20
303,2,2025-01-23,Active,20
303,2,2025-02-23,Active,20
303,2,2025-03-23,Active,20
303,2,2025-04-23,Active,20
304,2,2024-08-25,Active,20
304,2,2024-09-25,Active,20
304,2,2024-10-25,Active,20
304,2,2024-11-25,Active,20
305,3,2023-06-07,Active,50
305,3,2023-07-07,Active,50
306,2,2023-10-17,Active,20
306,2,2023-11-17,Active,20
306,2,2023-12-17,Active,20
306,2,2024-01-17,Active,20
306,2,2024-02-17,Active,20
306,2,2024-03-17,Active,20
306,2,2024-04-17,Active,20
306,2,2024-05-17,Active,20
306,2,2024-06-17,Active,20
306,2,2024-07-17,Active,20
306,2,2024-08-17,Active,20
306,2,2024-09-17,Active,20
306,2,2024-10-17,Active,20
306,2,2024-11-17,Active,20
306,2,2024-12-17,Active,20
306,2,2025-01-17,Active,20
306,2,2025-02-17,Active,20
306,2,2025-03-17,Active,20
306,2,2025-04-17,Active,20
307,3,2023-06-14,Active,50
307,3,2023-07-14,Active,50
307,3,2023-08-14,Active,50
307,3,2023-09-14,Active,50
307,3,2023-10-14,Active,50
307,3,2023-11-14,Active,50
307,3,2023-12-14,Active,50
307,3,2024-01-14,Active,50
307,3,2024-02-14,Active,50
307,3,2024-03-14,Active,50
307,3,2024-04-14,Active,50
307,3,2024-05-14,Active,50
307,3,2024-06-14,Active,50
307,3,2024-07-14,Active,50
307,3,2024-08-14,Active,50
307,3,2024-09-14,Active,50
307,3,2024-10-14,Active,50
307,3,2024-11-14,Cancelled,50
